id calibrated_magnitude calibrated_error magnitude_rms_error x y alpha_j2000 delta_j2000 fwhm_world flags magnitude observation_id filter original_filter date user_id device_id target fits_id
178412305 11.1166 0.0284786634147167 0.0118000004440546 786.186828613281 594.735412597656 83.959457 -5.476072 0.00202574 0.0 13.8502 29892 B B 2458927.48277778 84 131 "[3] M42" 28867
151133908 11.0097 0.0622094757854939 0.00939999986439943 765.122314453125 443.368499755859 83.959458 -5.476145 0.0009506401 0.0 14.3647 20081 I I 2456937.87471065 84 131 "[3] M42" 19136
301791772 10.8847 0.0638457387685776 0.0175999999046326 1014.08538818359 754.739807128906 83.959458 -5.4762 0.002166987 0.0 13.7604 51383 R R 2459349.45186343 84 131 "[3] M42" 49898
143846308 10.7654 0.0384747684001923 0.0109999999403954 918.66552734375 741.419616699219 83.959459 -5.476589 0.002351484 0.0 13.9516 15213 V V 2457469.48065972 84 131 "[3] M42" 14774
153225977 10.7224 0.029288288205862 0.0252000000327826 734.224975585938 549.951171875 83.959459 -5.476935 0.006593799 35.0 13.4559 21090 B B 2456919.89047454 84 131 "[3] M42" 19689
154562738 11.5549 0.028699604794383 0.0138999996706843 679.768920898438 704.585510253906 83.95946 -5.476139 0.001402246 0.0 14.3806 21851 B B 2456771.46824074 84 131 "[3] M42" 20164
159240910 10.9083 0.0859808102250099 0.0207000002264977 724.047973632812 420.336700439453 83.95946 -5.475919 0.002334715 3.0 13.5162 24617 V V 2457030.61253472 84 131 "[3] M42" 21918
153199805 11.4447 0.0374028794467449 0.0280000008642673 726.191711425781 585.153381347656 83.959461 -5.476952 0.007343837 0.0 14.2164 21064 B B 2456903.90332176 84 131 "[3] M42" 19672
155012992 10.6132 0.0602464079856873 0.00760000012814999 670.651916503906 775.412780761719 83.959461 -5.47648 0.002013411 3.0 13.2231 22107 V V 2456945.86855324 84 131 "[3] M42" 20328
145996564 11.2037 0.0317789316177368 0.0157999992370605 836.297180175781 660.998107910156 83.959462 -5.476527 0.003154008 2.0 13.6433 16239 B B 2457453.49107639 84 131 "[3] M42" 15650
